smiles,y_recorded,p_active_oof,chembl_id,review_note
COc1ccc2nc(C)cc(OCC(=O)NCc3ccccc3)c2c1,0,0.5488781332969666,CHEMBL2098183,
Cc1ncc(CNc2cccc(F)c2)c(N)n1,0,0.548994243144989,CHEMBL4561838,
Cc1cc2n(n1)C(O)CNC2=O,0,0.5492637753486633,CHEMBL4576838,
FC(F)(F)c1cccc(OCC2CN=C(S)O2)c1,0,0.5493926405906677,CHEMBL1606963,
Cc1ccc(C=C2N=C(c3ccccc3)OC2=O)cc1,0,0.5494031310081482,CHEMBL4570942,
Cn1ccc(C(=O)N2CCC2c2ccccc2)cc1=O,0,0.5496810078620911,CHEMBL4584111,
CC(OC(=O)Cn1cnc2ccccc2c1=O)C(N)=O,0,0.5496987104415894,CHEMBL4543424,
O=c1cnc2cc(Cl)c(Cl)cc2n1CCO,0,0.5498523116111755,CHEMBL4570013,
CC(Cn1c(=O)[nH]c2ccccc2c1=O)N1CCCC1,0,0.5503583550453186,CHEMBL4588227,
O=C1COCC(Cc2ccccc2)N1,0,0.550366997718811,CHEMBL4555805,
OC1(c2ccccc2)CCCNCC1,0,0.5512077808380127,CHEMBL4526075,
NC1=NC(Nc2ccccc2)=NC(c2ccccc2)N1,0,0.5512099266052246,CHEMBL1374276,
CC(C)C[C@H](NC(=O)c1ccc(Cl)cc1Cl)C(N)=O,0,0.5514110922813416,CHEMBL4517804,
NC(=O)c1cc2c([nH]c1=O)CC(c1ccco1)CC2=O,0,0.5514394044876099,CHEMBL4532320,
O=C(NCCN1CCCC1)c1ccc2ccccc2n1,0,0.5516432523727417,CHEMBL4514144,
CN(CC(N)=O)Cc1cc(=O)c2cccc(Cl)c2[nH]1,0,0.5516802668571472,CHEMBL4513922,
O=C(NC1C=CS(=O)(=O)C1)c1cnc2ccccc2c1,0,0.5517627000808716,CHEMBL4534207,
CN1CCC(n2c(=O)[nH]c3ccccc3c2=O)CC1,0,0.5517741441726685,CHEMBL4580047,
C[C@]12CC[C@@H]3c4ccc(OCC(=O)O)cc4CC[C@H]3[C@@H]1CCC2=O,0,0.5519536137580872,CHEMBL2000021,
COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1,0,0.5519973635673523,CHEMBL1771,
Cc1c(/C=C2/C(=O)Nc3ccc(F)cc32)cnn1C,0,0.5520644187927246,CHEMBL4538069,
NC(=O)c1cc(C(N)=O)nc(Cl)n1,0,0.5522541403770447,CHEMBL1445172,
CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)C1CCCCC1.[Br-],0,0.5523923635482788,CHEMBL1200906,
CN(Cc1cn(-c2ccccc2)nn1)Cc1cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc2n1C.Cl,0,0.5525406002998352,CHEMBL4565106,
CN1Cc2cc(-c3csc(N)n3)ccc2NC1=O,0,0.5528339147567749,CHEMBL4568462,
CC(=O)O.CNC(=N)NCCC[C@H](N)C(=O)O,0,0.5530725717544556,CHEMBL1256175,
Cc1nc2ccccc2c(C)c1C(N)=O,0,0.5530862808227539,CHEMBL4529073,
CC1(C)CC(=O)C(CC(=O)c2ccccc2)=C(NNC(=N)N)C1,0,0.5531488060951233,CHEMBL3276256,
CS(=O)(=O)c1cccc(S(=O)(=O)Nc2ccccc2)c1,0,0.5531952381134033,CHEMBL4548609,
CC(=O)NCCNc1c(C)c(C)nc2ccccc12,0,0.5532042384147644,CHEMBL4543076,
COc1ccc2c(c1)NC(=O)C2O,0,0.5532447695732117,CHEMBL4580099,
O=C1c2ccccc2C(=O)c2[nH]cnc21,0,0.5537917613983154,CHEMBL1567800,
Cc1oc(C)c(S(N)(=O)=O)c1C(=O)Nc1ccccc1,0,0.5539175271987915,CHEMBL4527769,
OCc1nc(N2CCSCC2)c2ccccc2n1,0,0.5541138648986816,CHEMBL4579577,
COc1cc(-c2nnn(C)n2)ccc1O,0,0.554187536239624,CHEMBL4552846,
O=c1c2ccsc2ncn1CCn1cncn1,0,0.5542179942131042,CHEMBL4536757,
Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,0,0.5544607043266296,CHEMBL165,
CC1CN(Cc2ccccc2)CC1=O,0,0.5546669960021973,CHEMBL4578626,
Nc1ccc(/N=N/c2ccc(O)cc2)c(N)n1,0,0.5548082590103149,CHEMBL4296975,
NC(=O)c1cnc(NC2CCc3ccccc32)c(Cl)c1,0,0.5550578832626343,CHEMBL4572114,
CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1.O=C(O)/C=C/C(=O)O,0,0.5551164150238037,CHEMBL1633,
CCN(CC)CC.C[C@H](CC1O[C@H]([C@@H](O)CO)[C@@H](O)[C@H](O)[C@@H]1O)OP(=O)(O)O,0,0.5552138090133667,CHEMBL4584418,
CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1,0,0.5554033517837524,CHEMBL181,
CC1=CC(=O)N(C2CCCC2)C1=O,0,0.5558038353919983,CHEMBL4532904,
Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,0,0.5559742450714111,CHEMBL457,
NS(=O)(=O)c1csc2ccccc12,0,0.5562346577644348,CHEMBL4536652,
CC1CN(C(=O)OCc2ccccc2)OC1O,0,0.5566467642784119,CHEMBL4538352,
O=C(Nc1cc(F)ccc1F)c1cnccn1,0,0.5566889047622681,CHEMBL4543466,
CCCCCC(=O)C(=O)c1ccc(O)cc1O,0,0.5568638443946838,CHEMBL1579361,
CC(=O)CC1O[C@H]([C@@H](O)CO)[C@@H](O)[C@H](O)[C@@H]1O,0,0.556936502456665,CHEMBL4530265,
Cc1cc(N2CCC2c2ccccc2)n2ncnc2n1,0,0.5578364133834839,CHEMBL4567072,
COc1cc(OC)c2c(=O)cc(-c3cccnc3)oc2c1,0,0.5579521656036377,CHEMBL1529347,
NNC(=O)c1cn(Cc2ccccc2)c2ccccc12,0,0.5581093430519104,CHEMBL4591556,
Oc1ncnc2[nH]ncc12,0,0.558134138584137,CHEMBL1467,
